# time[s], T9[GK], density[g/cm^3], R[km], Ye

1.3110e-03 5.4850e-01 1.4000e+11 1.0244e+02 0.21000
1.3360e-03 5.2260e-01 1.3370e+11 1.0344e+02 0.21000
1.3620e-03 4.9794e-01 1.2768e+11 1.0448e+02 0.21000
1.3870e-03 4.6792e-01 1.2194e+11 1.0548e+02 0.21000
1.4120e-03 4.4277e-01 1.1645e+11 1.0648e+02 0.21000
1.4370e-03 4.2187e-01 1.1121e+11 1.0748e+02 0.21000
1.4620e-03 4.0288e-01 1.0620e+11 1.0848e+02 0.21000
1.4880e-03 3.8830e-01 1.0142e+11 1.0952e+02 0.21000
1.5130e-03 3.6659e-01 9.6857e+10 1.1052e+02 0.21000
1.5380e-03 3.4768e-01 9.2497e+10 1.1152e+02 0.21000
1.5630e-03 3.3279e-01 9.0392e+10 1.1252e+02 0.21000
1.5880e-03 3.2002e-01 8.6323e+10 1.1352e+02 0.21000
1.6140e-03 3.0915e-01 8.2438e+10 1.1456e+02 0.21000
1.6390e-03 2.9728e-01 7.8728e+10 1.1556e+02 0.21000
1.6640e-03 2.8325e-01 7.6936e+10 1.1656e+02 0.21000
1.6890e-03 2.7112e-01 7.3474e+10 1.1756e+02 0.21000
1.7150e-03 2.6072e-01 7.1800e+10 1.1860e+02 0.21000
1.7400e-03 2.5128e-01 6.8569e+10 1.1960e+02 0.21000
1.7650e-03 2.4387e-01 6.5483e+10 1.2060e+02 0.21000
1.7900e-03 2.3723e-01 6.3993e+10 1.2160e+02 0.21000
1.8150e-03 2.2655e-01 6.1113e+10 1.2260e+02 0.21000
1.8410e-03 2.1736e-01 5.9722e+10 1.2364e+02 0.21000
1.8660e-03 2.0950e-01 5.7033e+10 1.2464e+02 0.21000
1.8910e-03 2.0239e-01 5.5736e+10 1.2564e+02 0.21000
1.9160e-03 1.9687e-01 5.4466e+10 1.2664e+02 0.21000
1.9410e-03 1.9195e-01 5.2015e+10 1.2764e+02 0.21000
1.9670e-03 1.8758e-01 5.0831e+10 1.2868e+02 0.21000
1.9920e-03 1.7996e-01 4.9674e+10 1.2968e+02 0.21000
2.0170e-03 1.7384e-01 4.7438e+10 1.3068e+02 0.21000
2.0420e-03 1.6834e-01 4.6358e+10 1.3168e+02 0.21000
2.0680e-03 1.6337e-01 4.5304e+10 1.3272e+02 0.21000
2.0930e-03 1.5929e-01 4.3264e+10 1.3372e+02 0.21000
2.1130e-03 1.5566e-01 4.2280e+10 1.3452e+02 0.21000
2.1430e-03 1.5282e-01 4.1317e+10 1.3572e+02 0.21000
2.1730e-03 1.4899e-01 4.0377e+10 1.3692e+02 0.21000
2.1930e-03 1.4427e-01 3.8559e+10 1.3772e+02 0.21000
2.2230e-03 1.4002e-01 3.7681e+10 1.3892e+02 0.21000
2.2430e-03 1.3620e-01 3.6824e+10 1.3972e+02 0.21000
2.2730e-03 1.3279e-01 3.5985e+10 1.4092e+02 0.21000
2.2930e-03 1.3007e-01 3.4367e+10 1.4172e+02 0.21000
2.3230e-03 1.2769e-01 3.3584e+10 1.4292e+02 0.21000
2.3430e-03 1.2566e-01 3.2819e+10 1.4372e+02 0.21000
2.3730e-03 1.2393e-01 3.2073e+10 1.4492e+02 0.21000
2.3930e-03 1.2055e-01 3.1342e+10 1.4572e+02 0.21000
2.4230e-03 1.1726e-01 3.0629e+10 1.4692e+02 0.21000
2.4430e-03 1.1459e-01 2.9932e+10 1.4772e+02 0.21000
2.4730e-03 1.1199e-01 2.9250e+10 1.4892e+02 0.21000
2.4930e-03 1.0994e-01 2.7934e+10 1.4972e+02 0.21000
2.5230e-03 1.0819e-01 2.7297e+10 1.5092e+02 0.21000
2.5430e-03 1.0646e-01 2.6677e+10 1.5172e+02 0.21000
2.5730e-03 1.0524e-01 2.6069e+10 1.5292e+02 0.21000
2.5930e-03 1.0427e-01 2.5476e+10 1.5372e+02 0.21000
2.6230e-03 1.0190e-01 2.4896e+10 1.5492e+02 0.21000
2.6430e-03 9.9351e-02 2.4330e+10 1.5572e+02 0.21000
2.6730e-03 9.7313e-02 2.3775e+10 1.5692e+02 0.21000
2.6930e-03 9.5317e-02 2.3234e+10 1.5772e+02 0.21000
2.7230e-03 9.3578e-02 2.2705e+10 1.5892e+02 0.21000
2.7530e-03 9.2082e-02 2.2189e+10 1.6012e+02 0.21000
2.7730e-03 9.0818e-02 2.1684e+10 1.6092e+02 0.21000
2.8030e-03 8.9572e-02 2.1191e+10 1.6212e+02 0.21000
2.8230e-03 8.8751e-02 2.0707e+10 1.6292e+02 0.21000
2.8530e-03 8.8140e-02 2.0236e+10 1.6412e+02 0.21000
2.8730e-03 8.6531e-02 1.9776e+10 1.6492e+02 0.21000
2.9030e-03 8.4756e-02 1.9326e+10 1.6612e+02 0.21000
2.9230e-03 8.3018e-02 1.8886e+10 1.6692e+02 0.21000
2.9530e-03 8.1503e-02 1.8886e+10 1.6812e+02 0.21000
2.9730e-03 8.0199e-02 1.8456e+10 1.6892e+02 0.21000
3.0030e-03 7.9099e-02 1.8035e+10 1.7012e+02 0.21000
3.0230e-03 7.8194e-02 1.7625e+10 1.7092e+02 0.21000
3.0530e-03 7.7477e-02 1.7224e+10 1.7212e+02 0.21000
3.0730e-03 7.6767e-02 1.6831e+10 1.7292e+02 0.21000
3.1030e-03 7.6239e-02 1.6449e+10 1.7412e+02 0.21000
3.1230e-03 7.5888e-02 1.6074e+10 1.7492e+02 0.21000
3.1530e-03 7.4847e-02 1.5817e+10 1.7612e+02 0.21000
3.1730e-03 7.3481e-02 1.5528e+10 1.7692e+02 0.21000
3.2030e-03 7.2473e-02 1.5210e+10 1.7812e+02 0.21000
3.2230e-03 7.1314e-02 1.4932e+10 1.7892e+02 0.21000
3.2530e-03 7.0335e-02 1.4626e+10 1.8012e+02 0.21000
3.2730e-03 6.9530e-02 1.4359e+10 1.8092e+02 0.21000
3.3030e-03 6.8893e-02 1.4065e+10 1.8212e+02 0.21000
3.3330e-03 6.8260e-02 1.3808e+10 1.8332e+02 0.21000
3.3530e-03 6.7791e-02 1.3556e+10 1.8412e+02 0.21000
3.3830e-03 6.7325e-02 1.3308e+10 1.8532e+02 0.21000
3.4030e-03 6.7015e-02 1.3036e+10 1.8612e+02 0.21000
3.4330e-03 6.6861e-02 1.2798e+10 1.8732e+02 0.21000
3.4530e-03 6.5944e-02 1.2564e+10 1.8812e+02 0.21000
3.4830e-03 6.5039e-02 1.2335e+10 1.8932e+02 0.21000
3.5030e-03 6.4147e-02 1.2110e+10 1.9012e+02 0.21000
3.5330e-03 6.3412e-02 1.1916e+10 1.9132e+02 0.21000
3.5530e-03 6.2687e-02 1.1698e+10 1.9212e+02 0.21000
3.5830e-03 6.2111e-02 1.1485e+10 1.9332e+02 0.21000
3.6030e-03 6.1542e-02 1.1275e+10 1.9412e+02 0.21000
3.6330e-03 6.1118e-02 1.1095e+10 1.9532e+02 0.21000
3.6530e-03 6.0698e-02 1.0893e+10 1.9612e+02 0.21000
3.6830e-03 6.0419e-02 1.0694e+10 1.9732e+02 0.21000
3.7030e-03 6.0141e-02 1.0523e+10 1.9812e+02 0.21000
3.7330e-03 6.0003e-02 1.0331e+10 1.9932e+02 0.21000
3.7530e-03 5.9865e-02 1.0165e+10 2.0012e+02 0.21000
3.7830e-03 5.9044e-02 1.0003e+10 2.0132e+02 0.21000
3.8030e-03 5.8367e-02 9.8204e+09 2.0212e+02 0.21000
3.8330e-03 5.7567e-02 9.6633e+09 2.0332e+02 0.21000
3.8530e-03 5.7039e-02 9.5089e+09 2.0412e+02 0.21000
3.8830e-03 5.6386e-02 9.3568e+09 2.0532e+02 0.21000
3.9130e-03 5.5869e-02 9.2073e+09 2.0652e+02 0.21000
3.9330e-03 5.5485e-02 9.0392e+09 2.0732e+02 0.21000
3.9630e-03 5.5103e-02 8.8947e+09 2.0852e+02 0.21000
3.9830e-03 5.4723e-02 8.7524e+09 2.0932e+02 0.21000
4.0130e-03 5.4472e-02 8.6126e+09 2.1052e+02 0.21000
4.0330e-03 5.4222e-02 8.4944e+09 2.1132e+02 0.21000
4.0630e-03 5.4097e-02 8.3586e+09 2.1252e+02 0.21000
4.0830e-03 5.3972e-02 8.2249e+09 2.1332e+02 0.21000
4.1130e-03 5.3972e-02 8.0934e+09 2.1452e+02 0.21000
4.1330e-03 5.3601e-02 7.9640e+09 2.1532e+02 0.21000
4.1630e-03 5.2987e-02 7.8367e+09 2.1652e+02 0.21000
4.1830e-03 5.2381e-02 7.7291e+09 2.1732e+02 0.21000
4.2130e-03 5.1900e-02 7.6055e+09 2.1852e+02 0.21000
4.2330e-03 5.1424e-02 7.5012e+09 2.1932e+02 0.21000
4.2630e-03 5.1071e-02 7.3813e+09 2.2052e+02 0.21000
4.2830e-03 5.0602e-02 7.2633e+09 2.2132e+02 0.21000
4.3130e-03 5.0370e-02 7.1636e+09 2.2252e+02 0.21000
4.3330e-03 5.0024e-02 7.0653e+09 2.2332e+02 0.21000
4.3630e-03 4.9794e-02 6.9523e+09 2.2452e+02 0.21000
4.3830e-03 4.9679e-02 6.8569e+09 2.2532e+02 0.21000
4.4130e-03 4.9565e-02 6.7473e+09 2.2652e+02 0.21000
4.4330e-03 4.9451e-02 6.6547e+09 2.2732e+02 0.21000
4.4630e-03 4.9337e-02 6.5634e+09 2.2852e+02 0.21000
4.4830e-03 4.9337e-02 6.4585e+09 2.2932e+02 0.21000
4.5130e-03 4.9224e-02 6.3699e+09 2.3052e+02 0.21000
4.5430e-03 4.8773e-02 6.2824e+09 2.3172e+02 0.21000
4.5630e-03 4.8325e-02 6.1963e+09 2.3252e+02 0.21000
4.5930e-03 4.7992e-02 6.1113e+09 2.3372e+02 0.21000
4.6130e-03 4.7552e-02 6.0273e+09 2.3452e+02 0.21000
4.6430e-03 4.7225e-02 5.9447e+09 2.3572e+02 0.21000
4.6630e-03 4.7008e-02 5.8631e+09 2.3652e+02 0.21000
4.6930e-03 4.6685e-02 5.7827e+09 2.3772e+02 0.21000
4.7130e-03 4.6470e-02 5.7033e+09 2.3852e+02 0.21000
4.7430e-03 4.6363e-02 5.6252e+09 2.3972e+02 0.21000
4.7630e-03 4.6150e-02 5.5479e+09 2.4052e+02 0.21000
4.7930e-03 4.6044e-02 5.4718e+09 2.4172e+02 0.21000
4.8130e-03 4.5938e-02 5.3968e+09 2.4252e+02 0.21000
4.8430e-03 4.5938e-02 5.3227e+09 2.4372e+02 0.21000
4.8630e-03 4.5938e-02 5.2497e+09 2.4452e+02 0.21000
4.8930e-03 4.5938e-02 5.1896e+09 2.4572e+02 0.21000
4.9130e-03 4.5938e-02 5.1184e+09 2.4652e+02 0.21000
4.9430e-03 4.5832e-02 5.0481e+09 2.4772e+02 0.21000
4.9630e-03 4.5412e-02 4.9904e+09 2.4852e+02 0.21000
4.9930e-03 4.5204e-02 4.9219e+09 2.4972e+02 0.21000
5.0130e-03 4.4892e-02 4.8544e+09 2.5052e+02 0.21000
5.0430e-03 4.4686e-02 4.7988e+09 2.5172e+02 0.21000
5.0630e-03 4.4480e-02 4.7329e+09 2.5252e+02 0.21000
5.0930e-03 4.4175e-02 4.6680e+09 2.5372e+02 0.21000
5.1230e-03 4.4073e-02 4.6146e+09 2.5492e+02 0.21000
5.1430e-03 4.3871e-02 4.5513e+09 2.5572e+02 0.21000
5.1730e-03 4.3769e-02 4.4992e+09 2.5692e+02 0.21000
5.1930e-03 4.3668e-02 4.4374e+09 2.5772e+02 0.21000
5.2230e-03 4.3569e-02 4.3867e+09 2.5892e+02 0.21000
5.2430e-03 4.3468e-02 4.3363e+09 2.5972e+02 0.21000
5.2730e-03 4.3369e-02 4.2769e+09 2.6092e+02 0.21000
5.2930e-03 4.3369e-02 4.2280e+09 2.6172e+02 0.21000
5.3230e-03 4.3369e-02 4.1796e+09 2.6292e+02 0.21000
5.3430e-03 4.3369e-02 4.1222e+09 2.6372e+02 0.21000
5.3730e-03 4.3369e-02 4.0750e+09 2.6492e+02 0.21000
5.3930e-03 4.3369e-02 4.0284e+09 2.6572e+02 0.21000
5.4230e-03 4.3169e-02 3.9822e+09 2.6692e+02 0.21000
